,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
2030,364960,KOSPI,TIGER KRX BBIG K-뉴딜,,,,,,,
2031,364980,KOSPI,TIGER KRX2차전지K-뉴딜,,,,,,,
2032,292160,KOSPI,TIGER KRX300,,,,,,,
2033,364990,KOSPI,TIGER KRX게임K-뉴딜,,,,,,,
2034,364970,KOSPI,TIGER KRX바이오K-뉴딜,,,,,,,
2035,365000,KOSPI,TIGER KRX인터넷K-뉴딜,,,,,,,
2036,228820,KOSPI,TIGER KTOP30,,,,,,,
2037,300610,KOSPI,TIGER K게임,,,,,,,
2038,138530,KOSPI,TIGER LG그룹+펀더멘털,,,,,,,
2039,289260,KOSPI,TIGER MSCI KOREA ESG리더스,,,,,,,
2040,289250,KOSPI,TIGER MSCI KOREA ESG유니버설,,,,,,,
2041,310970,KOSPI,TIGER MSCI Korea TR,,,,,,,
2042,269370,KOSPI,TIGER S&P글로벌인프라(합성),,,,,,,
2043,248270,KOSPI,TIGER S&P글로벌헬스케어(합성),,,,,,,
2044,292150,KOSPI,TIGER TOP10,,,,,,,
2045,217790,KOSPI,TIGER 가격조정,,,,,,,
2046,139280,KOSPI,TIGER 경기방어,,,,,,,
2047,237440,KOSPI,TIGER 경기방어채권혼합,,,,,,,
2048,319640,KOSPI,TIGER 골드선물(H),,,,,,,
2049,160580,KOSPI,TIGER 구리실물,,,,,,,
2050,114820,KOSPI,TIGER 국채3년,,,,,,,
2051,302180,KOSPI,TIGER 국채선물10년인버스,,,,,,,
2052,302170,KOSPI,TIGER 국채선물3년인버스,,,,,,,
2053,275980,KOSPI,TIGER 글로벌4차산업혁신기술(합성 H),,,,,,,
2054,387270,KOSPI,TIGER 글로벌BBIG액티브,,,,,,,
2055,276000,KOSPI,TIGER 글로벌자원생산기업(합성 H),,,,,,,
2056,371450,KOSPI,TIGER 글로벌클라우드컴퓨팅INDXX,,,,,,,
2057,139310,KOSPI,TIGER 금속선물(H),,,,,,,
2058,139320,KOSPI,TIGER 금은선물(H),,,,,,,
2059,137610,KOSPI,TIGER 농산물선물Enhanced(H),,,,,,,
2060,182490,KOSPI,TIGER 단기선진하이일드(합성 H),,,,,,,
2061,272580,KOSPI,TIGER 단기채권액티브,,,,,,,
2062,157450,KOSPI,TIGER 단기통안채,,,,,,,
2063,105010,KOSPI,TIGER 라틴35,,,,,,,
2064,123320,KOSPI,TIGER 레버리지,,,,,,,
2065,174350,KOSPI,TIGER 로우볼,,,,,,,
2066,147970,KOSPI,TIGER 모멘텀,,,,,,,
2067,182480,KOSPI,TIGER 미국MSCI리츠(합성 H),,,,,,,
2068,360750,KOSPI,TIGER 미국S&P500,,,,,,,
2069,225040,KOSPI,TIGER 미국S&P500레버리지(합성 H),,,,,,,
2070,143850,KOSPI,TIGER 미국S&P500선물(H),,,,,,,
2071,225030,KOSPI,TIGER 미국S&P500선물인버스(H),,,,,,,
2072,133690,KOSPI,TIGER 미국나스닥100,,,,,,,
2073,203780,KOSPI,TIGER 미국나스닥바이오,,,,,,,
2074,245340,KOSPI,TIGER 미국다우존스30,,,,,,,
2075,329750,KOSPI,TIGER 미국달러단기채권액티브,,,,,,,
2076,261110,KOSPI,TIGER 미국달러선물레버리지,,,,,,,
2077,261120,KOSPI,TIGER 미국달러선물인버스2X,,,,,,,
2078,305080,KOSPI,TIGER 미국채10년선물,,,,,,,
2079,381170,KOSPI,TIGER 미국테크TOP10 INDXX,,,,,,,
2080,381180,KOSPI,TIGER 미국필라델피아반도체나스닥,,,,,,,
2081,228810,KOSPI,TIGER 미디어컨텐츠,,,,,,,
2082,091230,KOSPI,TIGER 반도체,,,,,,,
2083,098560,KOSPI,TIGER 방송통신,,,,,,,
2084,211560,KOSPI,TIGER 배당성장,,,,,,,
2085,329200,KOSPI,TIGER 부동산인프라고배당,,,,,,,
2086,138520,KOSPI,TIGER 삼성그룹펀더멘털,,,,,,,
2087,157490,KOSPI,TIGER 소프트웨어,,,,,,,
2088,228800,KOSPI,TIGER 여행레저,,,,,,,
2089,227570,KOSPI,TIGER 우량가치,,,,,,,
2090,261140,KOSPI,TIGER 우선주,,,,,,,
2091,130680,KOSPI,TIGER 원유선물Enhanced(H),,,,,,,
2092,217770,KOSPI,TIGER 원유선물인버스(H),,,,,,,
2093,195930,KOSPI,TIGER 유로스탁스50(합성 H),,,,,,,
2094,225050,KOSPI,TIGER 유로스탁스레버리지(합성 H),,,,,,,
2095,245350,KOSPI,TIGER 유로스탁스배당30,,,,,,,
2096,091220,KOSPI,TIGER 은행,,,,,,,
2097,307510,KOSPI,TIGER 의료기기,,,,,,,
2098,225060,KOSPI,TIGER 이머징마켓MSCI레버리지(합성 H),,,,,,,
2099,236350,KOSPI,TIGER 인도니프티50레버리지(합성),,,,,,,
2100,123310,KOSPI,TIGER 인버스,,,,,,,
2101,195920,KOSPI,TIGER 일본TOPIX(합성 H),,,,,,,
2102,248260,KOSPI,TIGER 일본TOPIX헬스케어(합성),,,,,,,
2103,241180,KOSPI,TIGER 일본니케이225,,,,,,,
2104,292560,KOSPI,TIGER 일본엔선물,,,,,,,
2105,150460,KOSPI,TIGER 중국소비테마,,,,,,,
2106,302190,KOSPI,TIGER 중장기국채,,,,,,,
2107,157500,KOSPI,TIGER 증권,,,,,,,
2108,307520,KOSPI,TIGER 지주회사,,,,,,,
2109,192090,KOSPI,TIGER 차이나CSI300,,,,,,,
2110,204480,KOSPI,TIGER 차이나CSI300레버리지(합성),,,,,,,
2111,217780,KOSPI,TIGER 차이나CSI300인버스(합성),,,,,,,
2112,245360,KOSPI,TIGER 차이나HSCEI,,,,,,,
2113,371470,KOSPI,TIGER 차이나바이오테크SOLACTIVE,,,,,,,
2114,371460,KOSPI,TIGER 차이나전기차SOLACTIVE,,,,,,,
2115,117690,KOSPI,TIGER 차이나항셍25,,,,,,,
2116,371160,KOSPI,TIGER 차이나항셍테크,,,,,,,
2117,232080,KOSPI,TIGER 코스닥150,,,,,,,
2118,233160,KOSPI,TIGER 코스닥150 레버리지,,,,,,,
2119,261060,KOSPI,TIGER 코스닥150IT,,,,,,,
2120,261070,KOSPI,TIGER 코스닥150바이오테크,,,,,,,
2121,250780,KOSPI,TIGER 코스닥150선물인버스,,,,,,,
2122,277630,KOSPI,TIGER 코스피,,,,,,,
2123,210780,KOSPI,TIGER 코스피고배당,,,,,,,
2124,277640,KOSPI,TIGER 코스피대형주,,,,,,,
2125,277650,KOSPI,TIGER 코스피중형주,,,,,,,
2126,376410,KOSPI,TIGER 탄소효율그린뉴딜,,,,,,,
2127,387280,KOSPI,TIGER 퓨처모빌리티액티브,,,,,,,
2128,143860,KOSPI,TIGER 헬스케어,,,,,,,
2129,138540,KOSPI,TIGER 현대차그룹+펀더멘털,,,,,,,
2130,228790,KOSPI,TIGER 화장품,,,,,,,
2131,385710,KOSPI,TIMEFOLIO BBIG액티브,,,,,,,
2132,385720,KOSPI,TIMEFOLIO Kstock액티브,,,,,,,
2135,108590,KOSPI,TREX 200,,,,,,,
2136,145850,KOSPI,TREX 펀더멘탈 200,,,,,,,
2137,570047,KOSPI,TRUE FTSE100 ETN,,,,,,,
2138,570050,KOSPI,TRUE S&P500 선물 ETN,,,,,,,
2139,570049,KOSPI,TRUE S&P500 양매도 4% OTM ETN(H),,,,,,,
2140,570055,KOSPI,TRUE 금 선물 ETN,,,,,,,
2141,570051,KOSPI,TRUE 나스닥 100 ETN,,,,,,,
2142,570031,KOSPI,TRUE 레버리지 HSCEI ETN(H),,,,,,,
2143,570022,KOSPI,TRUE 레버리지 S&P500 선물 ETN(H),,,,,,,
2144,570043,KOSPI,TRUE 레버리지 나스닥 100 ETN,,,,,,,
2145,570035,KOSPI,TRUE 레버리지 엔선물 ETN B,,,,,,,
2146,570054,KOSPI,TRUE 레버리지 유로스탁스50 ETN(H) B,,,,,,,
2147,570045,KOSPI,TRUE 레버리지 천연가스 선물 ETN(H),,,,,,,
2148,570034,KOSPI,TRUE 엔선물 ETN B,,,,,,,
2149,570037,KOSPI,TRUE 유로선물 ETN B,,,,,,,
2150,570048,KOSPI,TRUE 유로스탁스50 양매도 5% OTM ETN(H),,,,,,,
2151,570057,KOSPI,TRUE 은 선물 ETN,,,,,,,
2152,570032,KOSPI,TRUE 인버스 2X HSCEI ETN(H),,,,,,,
2153,570023,KOSPI,TRUE 인버스 2X S&P500 선물 ETN(H),,,,,,,
2154,570044,KOSPI,TRUE 인버스 2X 나스닥 100 ETN,,,,,,,
2155,570027,KOSPI,TRUE 인버스 2X 유로스탁스50 ETN(H),,,,,,,
2156,570046,KOSPI,TRUE 인버스 2X 천연가스 선물 ETN(H),,,,,,,
2157,570028,KOSPI,TRUE 인버스 HSCEI ETN(H) B,,,,,,,
2158,570056,KOSPI,TRUE 인버스 금 선물 ETN,,,,,,,
2159,570042,KOSPI,TRUE 인버스 나스닥 100 ETN,,,,,,,
2160,570036,KOSPI,TRUE 인버스 엔선물 ETN B,,,,,,,
2161,570038,KOSPI,TRUE 인버스 유로선물 ETN B,,,,,,,
2162,570025,KOSPI,TRUE 인버스 유로스탁스50 ETN(H) B,,,,,,,
2163,570058,KOSPI,TRUE 인버스 은 선물 ETN,,,,,,,
2164,570053,KOSPI,TRUE 인버스 플래티넘 선물 ETN,,,,,,,
2165,570029,KOSPI,TRUE 코스피 양매도 3% OTM ETN,,,,,,,
2166,570019,KOSPI,TRUE 코스피 양매도 5% OTM ETN,,,,,,,
2167,570030,KOSPI,TRUE 코스피 양매도 ATM ETN,,,,,,,
2168,570020,KOSPI,TRUE 코스피 커버드콜 ETN B,,,,,,,
2169,570021,KOSPI,TRUE 코스피 커버드풋 ETN B,,,,,,,
2170,570052,KOSPI,TRUE 플래티넘 선물 ETN,,,,,,,
2173,002900,KOSPI,TYM,특수 목적용 기계 제조업,"농기계,연초용필터,금속제양식기,철강압연 제조,도매,수출입/신문서적 수출입,판매",1973-06-26,12월,"김희용, 김도훈",http://tym.world,서울특별시
2176,024070,KOSPI,WISCOM,플라스틱제품 제조업,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공",1996-11-22,12월,구영일,http://www.wiscom.co.kr,경기도
2178,037270,KOSPI,YG PLUS,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","광고대행,광고물 제작",2003-08-01,12월,최성준,http://www.ygplus.com,서울특별시
2184,000500,KOSPI,가온전선,절연선 및 케이블 제조업,"전력선,통신케이블 제조,도매,수출입",1987-06-08,12월,윤재인,http://www.gaoncable.com,경기도
2186,000860,KOSPI,강남제비스코,기타 화학제품 제조업,"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매",1975-11-12,12월,"황익준,김재현(각자대표이사)",http://www.jevisco.com,부산광역시
2189,035250,KOSPI,강원랜드,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영",2003-09-04,12월,"Lee, Sam-Geol",http://kangwonland.high1.com,강원도
2191,011420,KOSPI,갤럭시아에스엠,스포츠 서비스업,"스포츠중계권,스포츠마케팅,광고",1989-11-14,12월,이반석,http://galaxiasme.com,서울특별시
2196,002100,KOSPI,경농,"비료, 농약 및 살균, 살충제 제조업","완제농약(잡초약,살충제,살균제) 제조",1977-06-30,12월,"이병만,이용진",http://www.knco.co.kr,서울특별시
2197,009450,KOSPI,경동나비엔,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매",1993-08-31,12월,손연호,http://www.kdnavien.co.kr,경기도
2198,267290,KOSPI,경동도시가스,연료용 가스 제조 및 배관공급업,도시가스,2017-05-12,12월,"송재호, 나윤호",http://www.kdgas.co.kr,울산광역시
2199,012320,KOSPI,경동인베스트,기타 금융업,지주회사,1997-03-07,12월,정승진,http://www.kdinvest.co.kr,경기도
2201,000050,KOSPI,경방,종합 소매업,"섬유류(면사,면혼방사,면직물,면혼방직물,화섬사,화섬직물) 제조,도매,수출입",1956-03-03,12월,"김준, 김담",http://www.kyungbang.co.kr,서울특별시
2202,214390,KOSPI,경보제약,기초 의약물질 및 생물학적 제제 제조업,"아토르바스타틴, 세프티족심, 세프트리약손",2015-06-29,12월,김태영,http://www.kbpharma.co.kr,충청남도
2203,012610,KOSPI,경인양행,기초 화학물질 제조업,"반응성염료,직접염료,산성염료,삼원색원료 제조,수출입",1995-10-05,12월,"김흥준,조성용 (각자대표이사)",http://www.kyungin.co.kr,인천광역시
2204,009140,KOSPI,경인전자,전자부품 제조업,"스위치,리모콘,배선기구,섬머스타트,게임기,전자부품 제조,판매",1989-06-20,12월,김성은,http://www.kie.co.kr,서울특별시
2206,013580,KOSPI,계룡건설,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",1996-01-30,12월,"한승구, 이승찬",http://www.krcon.co.kr,대전광역시
2207,012200,KOSPI,계양전기,일반 목적용 기계 제조업,"전동공구(그라인더,드릴,커팅머신 등), 엔진, 자동차용 모터 제조",1988-07-06,12월,임영환,http://www.keyang.co.kr,서울특별시
2208,012205,KOSPI,계양전기우,,,,,,,
2209,002140,KOSPI,고려산업,"곡물가공품, 전분 및 전분제품 제조업","배합사료,플라스틱용기 제조/부동산 임대",1991-01-14,12월,"전장열, 김영교(각자 대표이사)",http://www.hafeed.co.kr,부산광역시
2212,010130,KOSPI,고려아연,1차 비철금속 제조업,"연,아연괴 제조,판매",1990-07-28,12월,"최윤범, 노진수, 백순흠",http://www.koreazinc.co.kr,서울특별시
2213,002240,KOSPI,고려제강,1차 철강 제조업,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매",1976-05-25,12월,"이이문, 주종대 (각자대표)",http://www.kiswire.com,부산광역시
2224,009290,KOSPI,광동제약,의약품 제조업,"의약품,식음료 제조,도매",1989-11-17,12월,최성원,http://www.ekdp.com,서울특별시
2226,017040,KOSPI,광명전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","수배전반,가스절연개폐장치,빌딩자동화시스템,중앙감시반,자동제어반 제조,도소매,무역",1990-09-14,12월,"이재광,조광식",http://www.kmec.co.kr,경기도
2227,017900,KOSPI,광전자,반도체 제조업,"트랜지스터,SMD TR,발광소자,리모콘모듈,발광다이오드(L.E.D),다이오드용웨이퍼팹(Fab) 제조,판매",1996-10-16,12월,이석렬,http://www.auk.co.kr,전라북도
2228,037710,KOSPI,광주신세계,종합 소매업,백화점,2002-02-07,12월,이동훈,http://www.gjshinsegae.com,광주광역시
2233,030610,KOSPI,교보증권,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",2002-07-18,12월,"박봉권, 이석기 (각자대표)",http://www.iprovest.com,서울특별시
2234,339770,KOSPI,교촌에프앤비,음·식료품 및 담배 도매업,치킨 프랜차이즈,2020-11-12,12월,"소진세,조은기",http://kyochonfnb.com,경상북도
2236,007690,KOSPI,국도화학,기초 화학물질 제조업,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매",1989-08-05,12월,"이시창, 허연진",http://www.kukdo.com,서울특별시
2237,005320,KOSPI,국동,생활용품 도매업,"셔츠,스웨터,파자마(섬유제품) 제조,판매,수출/부동산 임대",1996-12-24,12월,오창규,http://www.kd.co.kr,서울특별시
2238,00532219,KOSPI,국동 9WR,,,,,,,
2239,001140,KOSPI,국보,도로 화물 운송업,"화물자동차운송,콘테이너운송,수출입화물보관,도로운송,CY보관,하역",1989-12-02,12월,하현,http://www.kukbo.com,부산광역시
2246,002720,KOSPI,국제약품,의약품 제조업,"항생제,안약,제약 제조,도매",1975-12-27,12월,"남영우,남태훈,안재만",http://www.kukjepharm.co.kr,경기도
2249,083420,KOSPI,그린케미칼,기타 화학제품 제조업,"비이온계면활성제 제조,도매",2005-10-20,12월,양준화,http://www.korgc.com,충청남도
2251,014530,KOSPI,극동유화,석유 정제품 제조업,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소",1991-01-31,12월,"장홍선, 장선우 (각자대표)",http://www.kdoc.co.kr,경상남도
2255,014280,KOSPI,금강공업,1차 철강 제조업,"건설가설재,강관,거푸집 제조,판매",1988-09-10,12월,"전장열, 이범호 (각자 대표이사)",http://www.kumkangkind.com,부산광역시
2256,014285,KOSPI,금강공업우,,,,,,,
2258,008870,KOSPI,금비,유리 및 유리제품 제조업,"유리제품(주류병) 제조/화장품 도소매,수입(병제조기기)",1990-06-08,09월,고기영,http://www.e-kumbi.co.kr,경기도
2259,001570,KOSPI,금양,기초 화학물질 제조업,"발포제,사카린,OPTSA,베나졸,TCA 제조",1976-12-17,12월,류광지,http://www.kyc.co.kr,부산광역시
2260,002990,KOSPI,금호건설,건물 건설업,"종합건설/여객운송,관광/부동산 임대,분양",1976-06-26,12월,서재환,http://www.kumhoenc.com,전라남도
2261,002995,KOSPI,금호건설우,,,,,,,
2262,011780,KOSPI,금호석유,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매",1988-01-22,12월,백종훈,http://www.kkpc.com,서울특별시
2263,011785,KOSPI,금호석유우,,,,,,,
2264,214330,KOSPI,금호에이치티,자동차 신품 부품 제조업,자동차용 전구 및 LED모듈,2015-11-11,12월,"김진곤, 김두인(각자대표)",http://www.kumhoht.co.kr,광주광역시
2265,21433218,KOSPI,금호에이치티 1WR,,,,,,,
2266,001210,KOSPI,금호전기,전구 및 조명장치 제조업,"형광등,백열전구,전구식현광등,실드빔(차량용전조) 제조,판매",1973-11-15,12월,이홍민,http://www.khe.co.kr,서울특별시
2267,00121218,KOSPI,금호전기 31WR,,,,,,,
2268,073240,KOSPI,금호타이어,고무제품 제조업,"타이어,튜브 제조,도매,무역",2005-02-17,12월,정일택,http://www.kumhotire.co.kr,광주광역시
2272,092440,KOSPI,기신정기,특수 목적용 기계 제조업,"몰드베이스,금형부품,정밀기계기구 제조,도매,무역",2007-10-30,03월,윤현도,http://www.kishin.com,인천광역시
2273,000270,KOSPI,기아,자동차용 엔진 및 자동차 제조업,"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비",1973-07-21,12월,"송호성,최준영(각자 대표이사)",http://www.kia.co.kr,서울특별시
2274,024110,KOSPI,기업은행,은행 및 저축기관,은행업,2003-12-24,12월,윤종원,http://www.kiupbank.co.kr,서울특별시
2275,013700,KOSPI,까뮤이앤씨,건물 건설업,"토목공사,건축공사/부동산 임대",1989-11-30,12월,손병재,http://www.camusenc.com,경기도
2277,004540,KOSPI,깨끗한나라,"펄프, 종이 및 판지 제조업","펄프,판지원지,화장지 제조,수출입",1975-06-25,12월,"최현수, 김민환",http://www.kleannara.com,서울특별시
2278,004545,KOSPI,깨끗한나라우,,,,,,,
2298,72501773,KOSPI,나인트리부동산(종A1),,,,,,,
2299,72502773,KOSPI,나인트리부동산(종C-i),,,,,,,
2300,001260,KOSPI,남광토건,토목 건설업,"토목공사,건축공사,기전공사,측량설계시공,용역/철구조물 제조",1976-12-28,12월,임민규,http://www.namkwang.co.kr,경기도
2301,008350,KOSPI,남선알미늄,1차 비철금속 제조업,알미늄샷시 제조/환경사업,1978-05-22,12월,"장규한,박찬홍",http://www.namsun.co.kr,대구광역시
2302,008355,KOSPI,남선알미우,,,,,,,
2303,004270,KOSPI,남성,기타 전문 도매업,"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대",1989-11-14,12월,윤봉수 윤성호,http://www.namsung.com,서울특별시
2304,003920,KOSPI,남양유업,낙농제품 및 식용빙과류 제조업,"시유,조제분유,발효유,이유밀,치즈,프렌치까페 제조,도매",1978-06-24,12월,이광범,http://www.namyangi.com,서울특별시
2305,003925,KOSPI,남양유업우,,,,,,,
2306,025860,KOSPI,남해화학,"비료, 농약 및 살균, 살충제 제조업","비료(요소,복합비료),공업제품원료 제조,도매",1995-11-10,12월,하형수,http://www.nhchem.co.kr,서울특별시
2310,385590,KOSPI,네비게이터 ESG액티브,,,,,,,
2311,385600,KOSPI,네비게이터 친환경자동차밸류체인액티브,,,,,,,
2328,005720,KOSPI,넥센,고무제품 제조업,"자동차용 재생타이어튜브,솔리드타이어,고무부품,골프볼,와이어로프소재,특수강선,열처리도금선,건자재 제조,판매,수출입",1987-12-19,12월,"강병중, 강호찬, 배중열",http://www.nexencorp.co.kr,경상남도
2329,005725,KOSPI,넥센우,,,,,,,
2330,002350,KOSPI,넥센타이어,고무제품 제조업,"타이어,후랩,고무제타이어(승용자동차용,래디알구조) 제조",1976-05-19,12월,대표이사 회장 강병중 대표이사 사장 강호찬,http://www.nexentire.com,경상남도
2331,002355,KOSPI,넥센타이어1우B,,,,,,,
2334,003580,KOSPI,넥스트사이언스,기타 비금속광물 광업,"무연탄채굴,원유,유전개발,가스전 개발/부동산 임대",1990-03-23,12월,김종원,http://nextscience.co.kr/,강원도
2340,251270,KOSPI,넷마블,소프트웨어 개발 및 공급업,온라인·모바일 게임 소프트웨어 개발 및 공급,2017-05-12,12월,"권영식, 이승원(각자 대표집행임원)",http://company.netmarble.com,서울특별시
2343,090350,KOSPI,노루페인트,기타 화학제품 제조업,페인트 제조,2006-07-03,12월,"김용기, 조성국(각자 대표이사)",,경기도
2344,090355,KOSPI,노루페인트우,,,,,,,
2345,000320,KOSPI,노루홀딩스,기타 금융업,지주사업,1973-08-10,12월,"한영재,김용기",http://www.norooholdings.co.kr,경기도
2346,000325,KOSPI,노루홀딩스우,,,,,,,
2351,006280,KOSPI,녹십자,의약품 제조업,"알부민외 제조,판매",1989-08-01,12월,허은철,http://www.greencross.com,경기도
2356,005250,KOSPI,녹십자홀딩스,회사 본부 및 경영 컨설팅 서비스업,"알부민,유로키나제,간염백신,유행성출혈열백신 제조",1978-08-28,12월,"허일섭, 허용준",http://www.greencross.com,경기도
2357,005257,KOSPI,녹십자홀딩스2우,,,,,,,
2359,004370,KOSPI,농심,기타 식품 제조업,"라면,스낵,유지 제조,도매,수출입",1976-06-30,12월,"신동원, 박 준",http://www.nongshim.com,서울특별시
2360,072710,KOSPI,농심홀딩스,기타 금융업,"지주회사,투자자문,경영컨설팅 서비스",2003-07-30,12월,신동원,http://www.nongshimholdings.co.kr,서울특별시
2375,058730,KOSPI,다스코,"구조용 금속제품, 탱크 및 증기발생기 제조업","데크플레이트,도로안전시설물(가드레일,강재방호책),건축용단열재보드(경질우레탄보드),신재생에너지사업",2004-08-02,12월,한상원,http://www.dasco.kr,전라남도
2376,023590,KOSPI,다우기술,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","인터넷솔루션 개발,도매,IT컨설팅,시스템 설계,자문,인터넷관련서비스/부동산분양,개발,임대",1997-08-27,12월,김윤덕,http://www.daou.co.kr,경기도
2383,019680,KOSPI,대교,초등 교육기관,"학습지,참고서 출판/건설업/종합유선방송 프로그램공급,디지털학원",2004-02-03,12월,강호준,http://www.daekyo.co.kr,서울특별시
2384,019685,KOSPI,대교우B,,,,,,,
2385,006370,KOSPI,대구백화점,종합 소매업,"백화점운영,임대사업(백화점 코너)",1988-10-10,12월,구정모,http://www.debec.co.kr,대구광역시
2386,008060,KOSPI,대덕,기타 금융업,"산업용 인쇄회로기판,다층 인쇄회로기판,빌드업기판,반도체패키지기판,메모리모듈기판 제조",1989-01-26,12월,김영재,http://www.daeduckholdings.com,경기도
2387,00806K,KOSPI,대덕1우,,,,,,,
2388,353200,KOSPI,대덕전자,전자부품 제조업,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",2020-05-21,12월,신영환,http://www.daeduck.com,경기도
2389,35320K,KOSPI,대덕전자1우,,,,,,,
2390,000490,KOSPI,대동,특수 목적용 기계 제조업,"경운기,트랙터,이앙기,바인더,수확기(콤바인),농업용엔진 및 부품 제조,판매",1975-06-27,12월,"김준식, 원유현",http://www.daedong.co.kr,대구광역시
2395,008110,KOSPI,대동전자,통신 및 방송 장비 제조업,"통신음향,전자기계기구용 플라스틱제품 제조,도매",1990-06-05,03월,김명성,http://www.daidong.com,서울특별시
2397,005750,KOSPI,대림B&Co,"내화, 비내화 요업제품 제조업","위생도기,내장타일,조립식욕실제품 제조,판매/부동산 임대",1992-12-23,12월,강태식,http://www.daelimbnco.com,경상남도
2399,006570,KOSPI,대림통상,기타 금속 가공제품 제조업,"수전금구,비데,위생도기,샤워부스,타일,양식기,무역",1975-11-20,12월,"고은희, 이지용",http://www.dlt.co.kr,서울특별시
2404,001680,KOSPI,대상,기타 식품 제조업,"전분,라이신,물엿,과당,포도당,MSG및 사료,조미료,항생제,핵산,커피 제조,도매/토목공사,건축공사",1970-04-01,12월,임정배,http://www.daesang.co.kr,서울특별시
2405,001685,KOSPI,대상우,,,,,,,
2406,084690,KOSPI,대상홀딩스,기타 금융업,지주회사,2005-08-17,12월,"임창욱, 최성수 각자대표이사",,서울특별시
2407,084695,KOSPI,대상홀딩스우,,,,,,,
2409,128820,KOSPI,대성산업,연료 소매업,"주요소운영,기계판매 등",2010-07-30,12월,"김영대, 지관(각자대표)",http://www.daesung.co.kr,서울특별시
2410,117580,KOSPI,대성에너지,연료용 가스 제조 및 배관공급업,천연가스,2010-12-24,12월,대표이사 김영훈 대표이사 윤홍식,http://www.taegugas.co.kr,대구광역시
2414,016710,KOSPI,대성홀딩스,회사 본부 및 경영 컨설팅 서비스업,"도시가스,일반가스 공급/가스기기,차량용 연료 판매/해외자원개발,부동산 임대",1999-12-22,12월,대표이사 김영훈 대표이사 김정주,http://www.taegugas.co.kr,대구광역시
2415,510007,KOSPI,대신 2X 니켈선물 ETN(H),,,,,,,
2416,510005,KOSPI,대신 2X 아연선물 ETN(H),,,,,,,
2417,510001,KOSPI,대신 WTI원유 선물 ETN(H),,,,,,,
2418,510011,KOSPI,대신 골드 커버드콜 타겟 5%인컴 ETN(H),,,,,,,
2419,510003,KOSPI,대신 니켈선물 ETN(H),,,,,,,
2420,510015,KOSPI,대신 밀 선물 ETN(H),,,,,,,
2421,510002,KOSPI,대신 아연선물 ETN(H),,,,,,,
2422,510014,KOSPI,대신 알루미늄 선물 ETN(H),,,,,,,
2423,510010,KOSPI,대신 인버스 2X 니켈선물 ETN(H),,,,,,,
2424,510006,KOSPI,대신 인버스 니켈선물 ETN(H),,,,,,,
2425,510004,KOSPI,대신 인버스 아연선물 ETN(H),,,,,,,
2426,510009,KOSPI,대신 인버스 철광석 선물 ETN(H),,,,,,,
2427,510016,KOSPI,대신 천연가스 선물 ETN(H),,,,,,,
2428,510008,KOSPI,대신 철광석 선물 ETN(H),,,,,,,
2429,70901B95,KOSPI,대신Japan하임03호A,,,,,,,
2430,70902B95,KOSPI,대신Japan하임03호C-I,,,,,,,
2431,70903B95,KOSPI,대신Japan하임03호C-W,,,,,,,
2436,003540,KOSPI,대신증권,금융 지원 서비스업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스",1975-10-01,12월,오익근,http://www.daishin.com,서울특별시
2437,003547,KOSPI,대신증권2우B,,,,,,,
2438,003545,KOSPI,대신증권우,,,,,,,
2440,009190,KOSPI,대양금속,1차 철강 제조업,스테인레스 냉연강판 제조,1994-04-29,12월,조상종,http://www.daiyangmetal.co.kr,충청남도
2443,014160,KOSPI,대영포장,"골판지, 종이 상자 및 종이용기 제조업","골판지원단,골판지상자 제조",1990-03-06,12월,"권택환,김민배,강병은(각자 대표이사)",http://www.dypc.co.kr,경기도
2444,047040,KOSPI,대우건설,건물 건설업,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",2001-03-23,12월,"김형, 정항기(각자 대표이사)",http://daewooenc.co.kr,서울특별시
